"﻿""Date""",Price,Open,High,Low,Vol.,Change %
"Sep 10, 2014",331.33,334.3,334.98,328.82,3.80M,0.48%
"Sep 11, 2014",330.52,329.94,333.01,326.39,2.72M,-0.24%
"Sep 12, 2014",331.19,329.56,332.89,328.79,3.43M,0.20%
"Sep 15, 2014",323.89,330.91,331.33,319,4.01M,-2.20%
"Sep 16, 2014",327.76,321.07,329.48,320.1,3.27M,1.19%
"Sep 17, 2014",324,327.76,328,321.52,4.14M,-1.15%
"Sep 18, 2014",325,325.44,327.1,323.71,2.58M,0.31%
"Sep 19, 2014",331.32,327.6,332.76,325.57,6.89M,1.94%
"Sep 22, 2014",324.5,328.49,329.49,321.06,3.12M,-2.06%
"Sep 23, 2014",323.63,322.46,327.6,321.25,2.35M,-0.27%
"Sep 24, 2014",328.21,324.17,329.44,319.56,2.65M,1.42%
"Sep 25, 2014",321.93,327.99,328.54,321.4,2.93M,-1.91%
"Sep 26, 2014",323.21,320.6,323.5,317.64,3.64M,0.40%
"Sep 29, 2014",321.82,320.5,323.75,319,1.93M,-0.43%
"Sep 30, 2014",322.44,321.36,323.43,318.51,2.64M,0.19%
"Oct 01, 2014",317.46,322.04,322.17,315.55,3.10M,-1.54%
"Oct 02, 2014",318.41,316.92,318.53,311.31,3.55M,0.30%
"Oct 03, 2014",322.74,320.36,325.16,319.53,3.04M,1.36%
"Oct 06, 2014",322.2,323.5,324.13,319.6,2.29M,-0.17%
"Oct 07, 2014",316.98,319.43,322,316.67,2.37M,-1.62%
"Oct 08, 2014",322.7,316.58,324.11,314.14,3.46M,1.80%
"Oct 09, 2014",315.37,321.49,322.27,314.52,3.59M,-2.27%
"Oct 10, 2014",311.39,314.02,317.77,311.38,3.68M,-1.26%
"Oct 13, 2014",306.45,309.87,313.2,303.47,4.37M,-1.59%
"Oct 14, 2014",308.31,308,312.24,305.75,3.39M,0.61%
"Oct 15, 2014",305.97,304.35,307.9,299.1,5.35M,-0.76%
"Oct 16, 2014",302.86,293.83,306.82,293.83,4.73M,-1.02%
"Oct 17, 2014",303.64,307.15,309.2,302.72,4.41M,0.26%
"Oct 20, 2014",306.21,302.95,306.53,302.02,3.24M,0.85%
"Oct 21, 2014",315.33,309.9,315.64,307.07,3.56M,2.98%
"Oct 22, 2014",312.97,315.43,318.98,312.64,3.13M,-0.75%
"Oct 23, 2014",313.18,313.4,316.8,311.4,9.04M,0.07%
"Oct 24, 2014",287.06,284.4,293.81,284,19.81M,-8.34%
"Oct 27, 2014",289.97,285.7,290.42,285.02,5.95M,1.01%
"Oct 28, 2014",295.59,289.76,298,289.76,5.58M,1.94%
"Oct 29, 2014",294.12,299.11,299.61,293.07,4.88M,-0.50%
"Oct 30, 2014",299.07,293.98,299.74,292.36,4.06M,1.68%
"Oct 31, 2014",305.46,305.15,305.72,301.5,4.55M,2.14%
"Nov 03, 2014",305.72,306.24,308.01,303.24,3.24M,0.09%
"Nov 04, 2014",302.81,303.99,304.25,300.17,3.43M,-0.95%
"Nov 05, 2014",296.52,303.01,304,294.16,4.67M,-2.08%
"Nov 06, 2014",296.64,296.69,297,292.29,3.76M,0.04%
"Nov 07, 2014",299.86,297.82,299.99,296.29,2.65M,1.09%
"Nov 10, 2014",305.11,300,305.8,300,2.81M,1.75%
"Nov 11, 2014",312.01,305.94,312.38,303.65,3.81M,2.26%
"Nov 12, 2014",311.51,310.75,312.58,308.79,2.18M,-0.16%
"Nov 13, 2014",316.48,312,317.89,311.51,3.69M,1.60%
"Nov 14, 2014",327.82,317.12,332.88,316.4,8.88M,3.58%
"Nov 17, 2014",323.05,326.44,328,318.03,4.78M,-1.46%
"Nov 18, 2014",324.93,323.99,329.56,323.25,3.55M,0.58%
"Nov 19, 2014",326.54,327.25,328.4,324.02,3.28M,0.50%
"Nov 20, 2014",330.54,324,332.67,323.33,3.44M,1.22%
"Nov 21, 2014",332.63,335.42,338.33,331.47,4.47M,0.63%
"Nov 24, 2014",335.64,334.78,337.39,333.6,2.75M,0.90%
"Nov 25, 2014",335.04,335.27,336.33,331.28,2.56M,-0.18%
"Nov 26, 2014",333.57,333.78,334.65,331.75,1.99M,-0.44%
"Nov 28, 2014",338.64,336.03,341.26,336.03,3.05M,1.52%
"Dec 01, 2014",326,338.12,340.64,325.93,4.94M,-3.73%
"Dec 02, 2014",326.31,327.5,327.93,323.25,2.79M,0.10%
"Dec 03, 2014",316.5,325.73,326.77,314.36,5.69M,-3.01%
"Dec 04, 2014",316.93,315.53,318.59,313.47,3.30M,0.14%
"Dec 05, 2014",312.63,316.8,316.93,310.84,3.27M,-1.36%
"Dec 08, 2014",306.64,311.57,316.56,304.82,3.64M,-1.92%
"Dec 09, 2014",312.5,302.99,313.64,301.14,4.05M,1.91%
"Dec 10, 2014",305.84,312,313.19,304.68,3.25M,-2.13%
"Dec 11, 2014",307.36,307.89,312.64,306.01,3.27M,0.50%
"Dec 12, 2014",307.32,303.99,310.64,303.01,3.16M,-0.01%
"Dec 15, 2014",306.07,308.87,310.86,302.15,3.84M,-0.41%
"Dec 16, 2014",295.06,304.35,304.49,295.01,6.50M,-3.60%
"Dec 17, 2014",298.88,296.37,299.67,293.03,4.43M,1.29%
"Dec 18, 2014",297.73,304.01,304.5,293.25,7.74M,-0.38%
"Dec 19, 2014",299.9,296.91,301.54,295.52,8.71M,0.73%
"Dec 22, 2014",306.54,301.94,307.36,301.94,4.00M,2.21%
"Dec 23, 2014",306.29,306.98,307.49,303.25,2.72M,-0.08%
"Dec 24, 2014",303.03,306.38,307,302.88,1.52M,-1.06%
"Dec 26, 2014",309.09,305,310.78,303.81,2.89M,2.00%
"Dec 29, 2014",312.04,307.85,314.27,306.58,3.01M,0.95%
"Dec 30, 2014",310.3,309.91,313.94,309.34,2.09M,-0.56%
"Dec 31, 2014",310.35,311.55,312.98,310.01,2.06M,0.02%
"Jan 02, 2015",308.52,312.58,314.75,306.96,2.79M,-0.59%
"Jan 05, 2015",302.19,307.01,308.38,300.85,2.77M,-2.05%
"Jan 06, 2015",295.29,302.24,303,292.38,3.52M,-2.28%
"Jan 07, 2015",298.42,297.5,301.28,295.33,2.64M,1.06%
"Jan 08, 2015",300.46,300.32,303.14,296.11,3.09M,0.68%
"Jan 09, 2015",296.93,301.48,302.87,296.68,2.59M,-1.17%
"Jan 12, 2015",291.41,297.56,298.51,289.28,3.42M,-1.86%
"Jan 13, 2015",294.74,297.48,301.5,293.23,4.14M,1.14%
"Jan 14, 2015",293.27,291.93,295.91,286.5,5.54M,-0.50%
"Jan 15, 2015",286.95,294,296,286.81,4.42M,-2.16%
"Jan 16, 2015",290.74,286.28,290.79,285.25,3.48M,1.32%
"Jan 20, 2015",289.44,292.59,293.36,286.39,3.08M,-0.45%
"Jan 21, 2015",297.25,289.64,306,287.26,10.07M,2.70%
"Jan 22, 2015",310.32,300,312.25,300,5.36M,4.40%
"Jan 23, 2015",312.39,308.08,316.93,307.72,4.50M,0.67%
"Jan 26, 2015",309.66,311.82,313,307.52,3.17M,-0.87%
"Jan 27, 2015",306.75,306.3,310.24,302.62,2.92M,-0.94%
"Jan 28, 2015",303.91,309.81,311.51,303.8,3.06M,-0.93%
"Jan 29, 2015",311.78,304.73,312.8,299.33,8.66M,2.59%
"Jan 30, 2015",354.53,346.32,359.5,340.74,23.86M,13.71%
"Feb 02, 2015",364.47,350.05,365,350.01,10.23M,2.80%
"Feb 03, 2015",363.55,360.29,367.82,360.21,6.21M,-0.25%
"Feb 04, 2015",364.75,358.38,367.5,358.23,4.17M,0.33%
"Feb 05, 2015",373.89,366,378.8,365.9,7.25M,2.51%
"Feb 06, 2015",374.28,374.87,375.99,371.01,3.89M,0.10%
"Feb 09, 2015",370.56,371,374.41,367.2,2.72M,-0.99%
"Feb 10, 2015",373,371.19,374.3,368.51,2.29M,0.66%
"Feb 11, 2015",375.14,371.23,377.1,371.1,2.79M,0.57%
"Feb 12, 2015",377.17,375.1,378.51,373.15,2.79M,0.54%
"Feb 13, 2015",381.83,378.41,383,377.01,3.48M,1.24%
"Feb 17, 2015",375.43,377.72,379.99,372.67,3.67M,-1.68%
"Feb 18, 2015",373.37,373.78,376.74,372.85,2.65M,-0.55%
"Feb 19, 2015",379,373.49,381.88,373.43,2.95M,1.51%
"Feb 20, 2015",383.66,378.62,383.7,375.84,3.26M,1.23%
"Feb 23, 2015",380.14,383.44,384.54,378,2.18M,-0.92%
"Feb 24, 2015",378.59,378.65,380.48,376.16,1.92M,-0.41%
"Feb 25, 2015",385.37,377.27,387.85,376.54,3.17M,1.79%
"Feb 26, 2015",384.8,384.07,389.37,383.28,2.69M,-0.15%
"Feb 27, 2015",380.16,384,385.99,379.79,2.53M,-1.21%
"Mar 02, 2015",385.65,380.85,385.9,379.48,2.14M,1.44%
"Mar 03, 2015",384.61,383.95,386.1,381.6,1.95M,-0.27%
"Mar 04, 2015",382.72,385.71,387.9,382.19,2.26M,-0.49%
"Mar 05, 2015",387.83,385.61,388.42,383.89,2.69M,1.34%
"Mar 06, 2015",380.09,385.52,387,378.88,2.63M,-2.00%
"Mar 09, 2015",378.56,378.4,379.33,375.28,2.31M,-0.40%
"Mar 10, 2015",369.51,377.45,377.77,369.18,3.12M,-2.39%
"Mar 11, 2015",366.37,370.61,373.35,366.26,2.50M,-0.85%
"Mar 12, 2015",374.24,368.82,375.5,367.52,2.81M,2.15%
"Mar 13, 2015",370.58,371.52,373.99,366.68,2.61M,-0.98%
"Mar 16, 2015",373.35,370.38,373.94,366.72,2.35M,0.75%
"Mar 17, 2015",371.92,371.11,374.5,369.64,2.04M,-0.38%
"Mar 18, 2015",375.13,369.97,375.99,366.7,2.65M,0.86%
"Mar 19, 2015",373.24,373.87,377.11,372.19,1.92M,-0.50%
"Mar 20, 2015",378.49,376.29,379.37,375.92,3.76M,1.41%
"Mar 23, 2015",375.11,378.07,381.77,374.94,2.24M,-0.89%
"Mar 24, 2015",374.09,373.99,375.24,372.27,2.23M,-0.27%
"Mar 25, 2015",370.96,375.17,380.5,370.29,3.43M,-0.84%
"Mar 26, 2015",367.35,369.59,371.4,365.65,2.93M,-0.97%
"Mar 27, 2015",370.56,367.11,373.17,366.57,2.61M,0.87%
"Mar 30, 2015",374.59,371.87,376.12,371.55,1.82M,1.09%
"Mar 31, 2015",372.1,373.24,377.7,371.51,2.51M,-0.66%
"Apr 01, 2015",370.25,372.1,373.16,368.34,2.46M,-0.50%
"Apr 02, 2015",372.25,370.5,373.28,369,1.88M,0.54%
"Apr 06, 2015",377.04,370.1,380.2,369.36,3.05M,1.29%
"Apr 07, 2015",374.41,376.15,379.31,374.03,1.95M,-0.70%
"Apr 08, 2015",381.2,374.66,381.58,374.65,2.64M,1.81%
"Apr 09, 2015",383.54,380.66,384.42,378.8,2.39M,0.61%
"Apr 10, 2015",382.65,384.31,387.12,381.32,2.57M,-0.23%
"Apr 13, 2015",382.36,383.53,385.28,380.14,1.89M,-0.08%
"Apr 14, 2015",385.11,383.51,387.81,381.21,2.58M,0.72%
"Apr 15, 2015",383.45,384.65,385.78,381.64,1.93M,-0.43%
"Apr 16, 2015",386.04,383.69,387.45,383.55,2.08M,0.68%
"Apr 17, 2015",375.56,382.63,383.56,374.4,3.84M,-2.71%
"Apr 20, 2015",389.51,378.55,391.94,377,5.02M,3.71%
"Apr 21, 2015",391.18,391.31,394.6,386.8,4.64M,0.43%
"Apr 22, 2015",389.8,391.91,394.28,388,3.47M,-0.35%
"Apr 23, 2015",389.99,390.21,391.88,386.15,7.98M,0.05%
"Apr 24, 2015",445.1,439,452.65,439,17.18M,14.13%
"Apr 27, 2015",438.56,443.86,446.99,437.41,5.43M,-1.47%
"Apr 28, 2015",429.31,438.51,439,428.04,4.14M,-2.11%
"Apr 29, 2015",429.37,426.75,434.24,426.03,3.62M,0.01%
"Apr 30, 2015",421.78,427.11,431.75,419.24,3.65M,-1.77%
"May 01, 2015",422.87,423.82,425.64,416,3.57M,0.26%
"May 04, 2015",423.04,424.8,429.77,422.42,2.27M,0.04%
"May 05, 2015",421.19,422.85,427.51,421.02,2.86M,-0.44%
"May 06, 2015",419.1,421.43,422.72,414.55,2.55M,-0.50%
"May 07, 2015",426.88,424.15,428.5,422.85,2.77M,1.86%
"May 08, 2015",433.69,430.75,435.2,430.17,2.91M,1.60%
"May 11, 2015",432.85,432.51,439,431.37,2.39M,-0.19%
"May 12, 2015",431.02,431.08,433.25,426.71,1.95M,-0.42%
"May 13, 2015",426.87,429.98,433.53,425.8,2.00M,-0.96%
"May 14, 2015",432.28,429.45,433,427.01,1.89M,1.27%
"May 15, 2015",426,428,430.4,424.3,4.24M,-1.45%
"May 18, 2015",425.24,426,427.27,421.46,2.39M,-0.18%
"May 19, 2015",421.71,424.87,428.24,420.63,2.47M,-0.83%
"May 20, 2015",423.86,420.6,427.1,418.36,2.20M,0.51%
"May 21, 2015",431.63,428,436.9,428,4.12M,1.83%
"May 22, 2015",427.63,431.55,432.44,427.61,2.02M,-0.93%
"May 26, 2015",425.47,426.2,427,422,2.24M,-0.51%
"May 27, 2015",431.42,427.45,431.85,425.01,2.23M,1.40%
"May 28, 2015",426.57,429.71,431.35,425.47,1.91M,-1.12%
"May 29, 2015",429.23,427.23,432.5,427.23,3.02M,0.62%
"Jun 01, 2015",430.92,430.4,433.16,426.2,2.25M,0.39%
"Jun 02, 2015",430.99,430.07,433.23,426.25,1.67M,0.02%
"Jun 03, 2015",436.59,434.4,438.39,432.75,2.73M,1.30%
"Jun 04, 2015",430.78,434.4,436.75,429.26,2.51M,-1.33%
"Jun 05, 2015",426.95,429.66,430.8,426.5,1.91M,-0.89%
"Jun 08, 2015",423.5,425.62,426.8,421.43,2.17M,-0.81%
"Jun 09, 2015",425.48,422.96,427.49,419.14,2.29M,0.47%
"Jun 10, 2015",430.77,426.46,432.2,425.66,2.17M,1.24%
"Jun 11, 2015",432.97,432.29,438.89,431.47,2.92M,0.51%
"Jun 12, 2015",429.92,431.25,432.36,428.26,2.05M,-0.70%
"Jun 15, 2015",423.67,427.66,428.05,422.64,2.05M,-1.45%
"Jun 16, 2015",427.26,424.15,427.97,422.67,2.30M,0.85%
"Jun 17, 2015",427.81,428.36,431.35,424.75,2.19M,0.13%
"Jun 18, 2015",439.39,430.3,439.73,429.4,3.38M,2.71%
"Jun 19, 2015",434.92,440.26,444.99,433.24,4.50M,-1.02%
"Jun 22, 2015",436.29,437,439.24,434.18,1.82M,0.31%
"Jun 23, 2015",445.99,435.59,447.04,433.69,3.25M,2.22%
"Jun 24, 2015",440.84,444.97,446.47,440.23,2.62M,-1.15%
"Jun 25, 2015",440.1,438.07,443.47,436.39,2.24M,-0.17%
"Jun 26, 2015",438.1,441.76,443.49,435.06,2.62M,-0.45%
"Jun 29, 2015",429.86,434.98,437,429,2.75M,-1.88%
"Jun 30, 2015",434.09,434.2,435.57,430.46,2.60M,0.98%
"Jul 01, 2015",437.39,439.35,440,435.58,1.99M,0.76%
"Jul 02, 2015",437.71,437,438.2,433.48,1.34M,0.07%
"Jul 06, 2015",436.04,435.23,439.73,433.52,1.90M,-0.38%
"Jul 07, 2015",436.72,435.68,437.73,425.57,3.45M,0.16%
"Jul 08, 2015",429.7,434.35,435.99,428.83,2.38M,-1.61%
"Jul 09, 2015",434.39,434.9,438.72,434.15,2.27M,1.09%
"Jul 10, 2015",443.51,440.49,444.72,439,2.40M,2.10%
"Jul 13, 2015",455.57,448.29,457.87,447.54,3.96M,2.72%
"Jul 14, 2015",465.57,462.32,469.6,458.16,4.74M,2.20%
"Jul 15, 2015",461.19,463.04,464.7,460.2,2.99M,-0.94%
"Jul 16, 2015",475.48,465.5,475.88,464.8,4.10M,3.10%
"Jul 17, 2015",483.01,477.7,485.42,477.25,4.93M,1.58%
"Jul 20, 2015",488.1,492.57,493.2,485.4,4.75M,1.05%
"Jul 21, 2015",488,487.9,488.88,482.55,3.18M,-0.02%
"Jul 22, 2015",488.27,485.99,492.5,484.9,3.11M,0.06%
"Jul 23, 2015",482.18,491.66,491.66,475.7,9.37M,-1.25%
"Jul 24, 2015",529.42,578.99,580.57,529.35,21.91M,9.80%
"Jul 27, 2015",531.41,527.75,544.95,526.6,7.49M,0.38%
"Jul 28, 2015",526.03,536,536.39,523.12,5.27M,-1.01%
"Jul 29, 2015",529,530.92,532.97,525.02,3.75M,0.56%
"Jul 30, 2015",536.76,527.65,539.2,524.29,3.74M,1.47%
"Jul 31, 2015",536.15,539.09,542.84,534.52,3.03M,-0.11%
"Aug 03, 2015",535.03,537.45,540.44,529.36,3.01M,-0.21%
"Aug 04, 2015",531.9,529.69,536.95,529.16,2.93M,-0.59%
"Aug 05, 2015",537.01,538.8,539.14,534.12,2.89M,0.96%
"Aug 06, 2015",529.46,539.3,542.74,527.52,3.82M,-1.41%
"Aug 07, 2015",522.62,529.16,529.46,518.21,3.97M,-1.29%
"Aug 10, 2015",524,528.52,532.28,523,2.62M,0.26%
"Aug 11, 2015",527.46,523.65,528.98,522,2.68M,0.66%
"Aug 12, 2015",525.91,523.75,527.5,513.06,4.01M,-0.29%
"Aug 13, 2015",529.66,527.37,534.66,525.48,2.90M,0.71%
"Aug 14, 2015",531.52,528.25,534.11,528.25,1.99M,0.35%
"Aug 17, 2015",535.22,531.29,538.74,527.12,2.58M,0.70%
"Aug 18, 2015",535.02,535.04,539.49,533,2.07M,-0.04%
"Aug 19, 2015",532.92,533.74,537.25,529,2.32M,-0.39%
"Aug 20, 2015",515.78,530.39,533.25,515.77,4.41M,-3.22%
"Aug 21, 2015",494.47,507.36,512.33,494.47,6.71M,-4.13%
"Aug 24, 2015",463.37,463.58,489.76,451,10.10M,-6.29%
"Aug 25, 2015",466.37,487.49,489.44,466.25,5.68M,0.65%
"Aug 26, 2015",500.77,484.02,503.72,478.76,6.36M,7.38%
"Aug 27, 2015",518.37,513.71,522.69,507.26,6.11M,3.51%
"Aug 28, 2015",518.01,517.5,521.5,513.04,2.75M,-0.07%
"Aug 31, 2015",512.89,516.44,519.41,509.07,3.00M,-0.99%
"Sep 01, 2015",496.54,499.14,510,493.43,3.86M,-3.19%
"Sep 02, 2015",510.55,505.09,510.86,497.72,3.71M,2.82%
"Sep 03, 2015",504.72,514.5,515.84,502.57,3.15M,-1.14%
"Sep 04, 2015",499,497.65,502.85,495.64,2.69M,-1.13%
"Sep 08, 2015",517.54,508.69,518.35,508.51,3.81M,3.72%
"Sep 09, 2015",516.89,524,529.95,515.06,4.37M,-0.13%
"Sep 10, 2015",522.24,515.15,526.13,514.78,2.58M,1.04%
"Sep 11, 2015",529.44,521.07,529.44,520.61,3.23M,1.38%
"Sep 14, 2015",521.38,529.44,532.45,518.58,3.13M,-1.52%
"Sep 15, 2015",522.37,523.25,527.92,517.2,2.87M,0.19%
"Sep 16, 2015",527.39,521.98,528.3,518.52,2.25M,0.96%
"Sep 17, 2015",538.87,526.98,546.97,526.57,4.17M,2.18%
"Sep 18, 2015",540.26,534.62,546.24,531.35,6.16M,0.26%
"Sep 21, 2015",548.39,544.33,549.78,539.59,3.28M,1.50%
"Sep 22, 2015",538.4,539.71,543.55,532.66,3.84M,-1.82%
"Sep 23, 2015",536.07,538.3,541.21,534,2.24M,-0.43%
"Sep 24, 2015",533.75,530.55,534.56,522.87,3.50M,-0.43%
"Sep 25, 2015",524.25,542.57,542.8,521.4,4.03M,-1.78%
"Sep 28, 2015",504.06,520.02,520.28,494.33,5.43M,-3.85%
"Sep 29, 2015",496.07,506,511.48,490.5,4.46M,-1.59%
"Sep 30, 2015",511.89,505.44,512.8,501.67,4.00M,3.19%
"Oct 01, 2015",520.72,511,520.8,506,3.77M,1.72%
"Oct 02, 2015",532.54,512.99,532.6,508.1,4.60M,2.27%
"Oct 05, 2015",543.68,536.99,545.91,536,3.39M,2.09%
"Oct 06, 2015",537.48,545.5,551.5,533.33,4.55M,-1.14%
"Oct 07, 2015",541.94,541.79,542,529,3.81M,0.83%
"Oct 08, 2015",533.16,536.71,539.39,519.89,4.68M,-1.62%
"Oct 09, 2015",539.8,534.48,541.79,530.27,3.54M,1.25%
"Oct 12, 2015",550.19,539.96,550.82,539.8,2.78M,1.92%
"Oct 13, 2015",548.9,546.26,553.2,543.1,2.94M,-0.23%
"Oct 14, 2015",544.83,551.34,552.25,539.68,3.58M,-0.74%
"Oct 15, 2015",562.44,547.75,563,547,4.94M,3.23%
"Oct 16, 2015",570.76,565.27,570.94,560.31,4.32M,1.48%
"Oct 19, 2015",573.15,570.76,579,567.38,4.38M,0.42%
"Oct 20, 2015",560.88,572,573,555.28,4.35M,-2.14%
"Oct 21, 2015",555.77,563.87,565.25,552.52,3.36M,-0.91%
"Oct 22, 2015",563.91,562.7,569.15,556.67,7.78M,1.46%
"Oct 23, 2015",599.03,617.68,619.45,595.36,10.69M,6.23%
"Oct 26, 2015",608.61,602.3,609.85,596.29,4.27M,1.60%
"Oct 27, 2015",611.01,608.6,614.71,605.53,3.79M,0.39%
"Oct 28, 2015",617.1,612.3,617.23,609.5,3.93M,1.00%
"Oct 29, 2015",626.55,617.7,627.54,615.39,3.90M,1.53%
"Oct 30, 2015",625.9,626.01,630.72,625.28,3.87M,-0.10%
"Nov 02, 2015",628.35,627.13,628.63,620.41,2.82M,0.39%
"Nov 03, 2015",625.31,629.53,629.89,622,3.25M,-0.48%
"Nov 04, 2015",640.95,627.76,645.93,627.35,4.84M,2.50%
"Nov 05, 2015",655.65,647.1,657,643.09,4.72M,2.29%
"Nov 06, 2015",659.37,655,662.26,652,4.09M,0.57%
"Nov 09, 2015",655.49,658.65,661.96,647.85,4.05M,-0.59%
"Nov 10, 2015",659.68,651.01,660,647.26,3.49M,0.64%
"Nov 11, 2015",673.25,663.25,675.96,663.25,5.39M,2.06%
"Nov 12, 2015",665.6,673,675.64,664.22,4.28M,-1.14%
"Nov 13, 2015",642.35,663.57,667,640.45,6.26M,-3.49%
"Nov 16, 2015",647.81,640.92,649.99,622.29,7.44M,0.85%
"Nov 17, 2015",643.3,650.65,653.25,641,4.32M,-0.70%
"Nov 18, 2015",663.54,646.51,664.88,646.37,4.47M,3.15%
"Nov 19, 2015",661.27,664.99,672.86,659,4.71M,-0.34%
"Nov 20, 2015",668.45,667.94,668.87,657.57,3.90M,1.09%
"Nov 23, 2015",678.99,671.5,682.77,668.45,4.39M,1.58%
"Nov 24, 2015",671.15,674.14,675.8,661.21,4.54M,-1.15%
"Nov 25, 2015",675.34,675,679.7,671.24,2.70M,0.62%
"Nov 27, 2015",673.26,680.8,680.99,672.1,1.97M,-0.31%
"Nov 30, 2015",664.8,675.9,681.29,664.6,5.69M,-1.26%
"Dec 01, 2015",679.06,673.75,681,667.86,4.75M,2.15%
"Dec 02, 2015",676.01,681,684.82,674.25,4.27M,-0.45%
"Dec 03, 2015",666.25,679.44,682.79,661.48,5.06M,-1.44%
"Dec 04, 2015",672.64,666,674.77,661.4,4.53M,0.96%
"Dec 07, 2015",669.83,674.74,675.46,660.5,3.73M,-0.42%
"Dec 08, 2015",677.33,663.13,679.99,659.79,3.65M,1.12%
"Dec 09, 2015",664.79,678,679,655.68,5.16M,-1.85%
"Dec 10, 2015",662.32,665.59,668.53,659.56,3.46M,-0.37%
"Dec 11, 2015",640.15,651.23,657.88,639.62,5.47M,-3.35%
"Dec 14, 2015",657.91,641.75,658.59,635.27,4.36M,2.77%
"Dec 15, 2015",658.64,665.03,671.5,657.35,4.75M,0.11%
"Dec 16, 2015",675.77,663.56,677.35,659.32,3.96M,2.60%
"Dec 17, 2015",670.65,680,682.5,670.65,3.68M,-0.76%
"Dec 18, 2015",664.14,668.65,676.84,664.13,6.84M,-0.97%
"Dec 21, 2015",664.51,668.5,669.9,658.93,3.25M,0.06%
"Dec 22, 2015",663.15,666.83,668.49,659.26,2.67M,-0.20%
"Dec 23, 2015",663.7,666.5,666.6,656.63,2.72M,0.08%
"Dec 24, 2015",662.79,663.35,664.68,660.6,1.09M,-0.14%
"Dec 28, 2015",675.2,665.56,675.5,665.5,3.78M,1.87%
"Dec 29, 2015",693.97,677.98,696.44,677.89,5.73M,2.78%
"Dec 30, 2015",689.07,691.89,695.49,686.38,3.52M,-0.71%
"Dec 31, 2015",675.89,686.08,687.75,675.89,3.75M,-1.91%
"Jan 04, 2016",636.99,656.29,657.72,627.51,9.31M,-5.76%
"Jan 05, 2016",633.79,646.86,646.91,627.65,5.82M,-0.50%
"Jan 06, 2016",632.65,622,639.79,620.31,5.33M,-0.18%
"Jan 07, 2016",607.94,621.8,630,605.21,7.07M,-3.91%
"Jan 08, 2016",607.05,619.66,624.14,606,5.51M,-0.15%
"Jan 11, 2016",617.74,612.48,619.85,598.57,4.89M,1.76%
"Jan 12, 2016",617.89,625.25,625.99,612.24,4.72M,0.02%
"Jan 13, 2016",581.81,620.88,620.88,579.16,7.66M,-5.84%
"Jan 14, 2016",593,580.25,602.25,569.88,7.24M,1.92%
"Jan 15, 2016",570.18,572.24,584.62,565.3,7.78M,-3.85%
"Jan 19, 2016",574.48,577.09,584,566.45,4.81M,0.75%
"Jan 20, 2016",571.77,564.36,578.45,547.18,7.97M,-0.47%
"Jan 21, 2016",575.02,573.58,588.81,568.22,4.95M,0.57%
"Jan 22, 2016",596.38,588.73,600.1,584.11,5.12M,3.71%
"Jan 25, 2016",596.53,597.99,608.5,594.56,4.40M,0.03%
"Jan 26, 2016",601.25,603.45,604.5,590.38,3.77M,0.79%
"Jan 27, 2016",583.35,601.99,603.39,578.78,5.15M,-2.98%
"Jan 28, 2016",635.35,608.37,638.06,597.55,14.02M,8.91%
"Jan 29, 2016",587,571.98,593,570,14.68M,-7.61%
"Feb 01, 2016",574.81,578.15,581.8,570.31,6.36M,-2.08%
"Feb 02, 2016",552.1,570,571.56,550.09,6.31M,-3.95%
"Feb 03, 2016",531.07,553.5,556,521.9,10.05M,-3.81%
"Feb 04, 2016",536.26,525,538.99,519.22,6.20M,0.98%
"Feb 05, 2016",502.13,529.28,529.45,499.19,9.71M,-6.36%
"Feb 08, 2016",488.1,486.47,493.5,475.21,9.83M,-2.79%
"Feb 09, 2016",482.07,478.01,498.38,474,7.08M,-1.24%
"Feb 10, 2016",490.48,491.76,504.66,486,6.79M,1.74%
"Feb 11, 2016",503.82,491.17,509.3,484,7.40M,2.72%
"Feb 12, 2016",507.08,510.7,516.75,501.49,5.38M,0.65%
"Feb 16, 2016",521.1,519.48,524.45,511.66,5.12M,2.76%
"Feb 17, 2016",534.1,528.74,537.48,519.39,4.82M,2.49%
"Feb 18, 2016",525,541.19,541.2,523.73,4.74M,-1.70%
"Feb 19, 2016",534.9,520.71,535.95,515.35,4.97M,1.89%
"Feb 22, 2016",559.5,542.2,560.65,541.08,5.57M,4.60%
"Feb 23, 2016",552.94,555.55,556.91,545.33,4.05M,-1.17%
"Feb 24, 2016",554.04,545.75,554.27,533.15,6.23M,0.20%
"Feb 25, 2016",555.15,555.52,559.39,545.29,4.53M,0.20%
"Feb 26, 2016",555.23,560.12,562.5,553.17,4.88M,0.01%
"Feb 27, 2016",555.36,555.27,555.36,555.27,4.59M,0.02%
"Feb 29, 2016",552.52,554,564.81,552.51,4.15M,-0.51%
"Mar 01, 2016",579.04,556.29,579.25,556,5.04M,4.80%
"Mar 02, 2016",580.21,581.75,585,573.7,4.58M,0.20%
"Mar 03, 2016",577.49,577.96,579.87,573.11,2.74M,-0.47%
"Mar 04, 2016",575.14,581.07,581.4,571.07,3.42M,-0.41%
"Mar 07, 2016",562.8,573.54,573.63,555.55,4.93M,-2.15%
"Mar 08, 2016",560.26,557.87,571.35,554.74,4.73M,-0.45%
"Mar 09, 2016",559.47,559.56,560.35,550.12,4.38M,-0.14%
"Mar 10, 2016",558.93,566.74,567,547.9,3.92M,-0.10%
"Mar 11, 2016",569.61,566.95,570.06,562.73,3.77M,1.91%
